event,extra,pnl,price,r_multiple,reason,side,sl,symbol,ticket,tp,ts,volume
trade_exec,"{""position"": null, ""balance"": 671.97, ""equity"": 670.17, ""confidence"": null, ""regime"": null, ""rr"": null, ""notes"": ""API Trade (sell_limit): London retrace continuation short setup. BTCUSD bearish across all TFs; price stretched -7.8σ below VWAP. Bearish OB 112,750–113,000 acts as sell zone. Target 111,000 liquidity""}",,112900.0,,market,SELL,113400.0,BTCUSDc,123197316,111000.0,1760425544,0.01
equity_snapshot,"{""balance"": 671.97, ""equity"": 670.17}",,,,snapshot,,,,,,1760425544,
trade_exec,"{""position"": null, ""balance"": 675.91, ""equity"": 678.96, ""confidence"": null, ""regime"": null, ""rr"": null, ""notes"": ""API Trade (market): Multi-timeframe bearish continuation confirmed (BOS bear on H4–M5). Macro support from rising DXY and US10Y. VIX > 20 confirms risk-off sentiment.""}",,1.3263,,market,SELL,1.3274,GBPUSDc,123356856,1.324,1760437309,0.04
equity_snapshot,"{""balance"": 675.91, ""equity"": 678.96}",,,,snapshot,,,,,,1760437309,
trade_exec,"{""position"": null, ""balance"": 675.91, ""equity"": 678.67, ""confidence"": null, ""regime"": null, ""rr"": null, ""notes"": ""API Trade (market): Bearish multi-timeframe structure (BOS bear confirmed). DXY rising and US10Y above 4% reinforce USD strength. VIX > 20 confirms risk-off sentiment.""}",,1.1554,,market,SELL,1.1564,EURUSDc,123356890,1.1528,1760437313,0.04
equity_snapshot,"{""balance"": 675.91, ""equity"": 678.67}",,,,snapshot,,,,,,1760437313,
trade_exec,"{""position"": null, ""balance"": 675.67, ""equity"": 679.63, ""confidence"": null, ""regime"": null, ""rr"": null, ""notes"": ""API Trade (market): Re-executing bearish GBPUSD trade after auto-close. Multi-timeframe BOS bear confirmed with DXY strength, US10Y > 4%, and VIX > 20 risk-off environment.""}",,1.3263,,market,SELL,1.3274,GBPUSDc,123358964,1.324,1760437400,0.04
equity_snapshot,"{""balance"": 675.67, ""equity"": 679.63}",,,,snapshot,,,,,,1760437400,
trade_exec,"{""position"": null, ""balance"": 675.67, ""equity"": 679.38, ""confidence"": null, ""regime"": null, ""rr"": null, ""notes"": ""API Trade (market): Re-executing EURUSD short after auto-close. Structure remains bearish with DXY strength, yields firm, and risk-off sentiment prevailing.""}",,1.1554,,market,SELL,1.1564,EURUSDc,123359104,1.1528,1760437409,0.04
equity_snapshot,"{""balance"": 675.67, ""equity"": 679.38}",,,,snapshot,,,,,,1760437409,
trade_exec,"{""position"": null, ""balance"": 674.95, ""equity"": 677.52, ""confidence"": null, ""regime"": null, ""rr"": null, ""notes"": ""API Trade (market): Re-executing EURUSD short. Multi-timeframe bearish structure confirmed. DXY rising, US10Y above 4%, VIX above 20 confirms risk-off tone supporting USD strength.""}",,1.1554,,market,SELL,1.1564,EURUSDc,123360339,1.1528,1760437485,0.04
equity_snapshot,"{""balance"": 674.95, ""equity"": 677.52}",,,,snapshot,,,,,,1760437485,
trade_exec,"{""position"": null, ""balance"": 677.53, ""equity"": 675.93, ""confidence"": null, ""regime"": null, ""rr"": null, ""notes"": ""API Trade (buy_limit): Bullish BOS confirmed, price overextended above VWAP. Ideal re-entry at M15 bullish order block 4128–4132 targeting liquidity 4155.""}",,4130.0,,market,BUY,4120.0,XAUUSDc,123641103,4155.0,1760455008,0.01
equity_snapshot,"{""balance"": 677.53, ""equity"": 675.93}",,,,snapshot,,,,,,1760455008,
trade_exec,"{""position"": null, ""balance"": 677.53, ""equity"": 677.05, ""confidence"": null, ""regime"": null, ""rr"": null, ""notes"": ""API Trade (sell_limit): Institutional retrace hedge. BOS confirmed bullish, price overextended 2.5x ATR. Shorting expected mean reversion into M15 bullish order block (4128–4132) before continuation.""}",,4140.0,,market,SELL,4146.0,XAUUSDc,123645003,4130.0,1760455431,0.01
equity_snapshot,"{""balance"": 677.53, ""equity"": 677.05}",,,,snapshot,,,,,,1760455431,
trade_exec,"{""position"": null, ""balance"": 679.63, ""equity"": 677.47, ""confidence"": null, ""regime"": null, ""rr"": null, ""notes"": ""API Trade (buy_limit): BOS Bull confirmed on M15 above 1.1625, indicating bullish continuation. Institutional demand zone (bullish order block) identified at 1.1600–1.1610. Ideal entry for retest. SL ""}",,1.161,,market,BUY,1.158,EURUSDc,123702117,1.165,1760460334,0.03
equity_snapshot,"{""balance"": 679.63, ""equity"": 677.47}",,,,snapshot,,,,,,1760460334,
trade_exec,"{""position"": null, ""balance"": 679.63, ""equity"": 684.49, ""confidence"": null, ""regime"": null, ""rr"": null, ""notes"": ""API Trade (sell_limit): Adjusted sell limit aligned with current BTCUSD feed (112,802 mid). CHOCH Bear confirmed on M15 at 112,697 after BOS Bull at 112,000. Institutional distribution zone identified""}",,112900.0,,market,SELL,113200.0,BTCUSDc,123705320,111000.0,1760460521,0.02
equity_snapshot,"{""balance"": 679.63, ""equity"": 684.49}",,,,snapshot,,,,,,1760460521,
trade_exec,"{""position"": null, ""balance"": 679.63, ""equity"": 685.65, ""confidence"": null, ""regime"": null, ""rr"": null, ""notes"": ""API Trade (buy_limit): BOS Bull confirmed twice on M15 at 4143.65. Institutional trend continuation confirmed with strong bullish structure. Bullish Order Block identified between 4128–4132. Entry at ""}",,4130.0,,market,BUY,4120.0,XAUUSDc,123706550,4160.0,1760460606,0.01
equity_snapshot,"{""balance"": 679.63, ""equity"": 685.65}",,,,snapshot,,,,,,1760460606,
trade_exec,"{""position"": null, ""balance"": 690.06, ""equity"": 689.82, ""confidence"": null, ""regime"": null, ""rr"": null, ""notes"": ""API Trade (sell_limit): Countertrend scalp setup targeting pullback to 4130 order block. Current M15 trend is bullish (BOS Bull confirmed), but momentum overextended with RSI 75+ and Stoch 90. Liquidi""}",,4155.0,,market,SELL,4160.0,XAUUSDc,123716869,4132.0,1760461291,0.01
equity_snapshot,"{""balance"": 690.06, ""equity"": 689.82}",,,,snapshot,,,,,,1760461291,
trade_exec,"{""position"": null, ""balance"": 690.06, ""equity"": 689.88, ""confidence"": null, ""regime"": null, ""rr"": null, ""notes"": ""API Trade (sell_limit): Reinstating countertrend scalp setup targeting retracement to 4130 institutional demand zone. Overextended bullish momentum on M15 (RSI 75+, Stoch 90) suggests liquidity sweep ""}",,4155.0,,market,SELL,4160.0,XAUUSDc,123719159,4132.0,1760461436,0.01
equity_snapshot,"{""balance"": 690.06, ""equity"": 689.88}",,,,snapshot,,,,,,1760461436,
trade_exec,"{""position"": null, ""balance"": 693.89, ""equity"": 693.89, ""confidence"": null, ""regime"": null, ""rr"": null, ""notes"": ""API Trade (buy_limit): Macro bullish (DXY↓ + US10Y↓) with technical overextension; expecting pullback to OB 4125 before continuation.""}",,4125.0,,market,BUY,4115.0,XAUUSDc,123749400,4172.0,1760465073,0.01
equity_snapshot,"{""balance"": 693.89, ""equity"": 693.89}",,,,snapshot,,,,,,1760465073,
trade_exec,"{""position"": null, ""balance"": 694.01, ""equity"": 694.01, ""confidence"": null, ""regime"": null, ""rr"": null, ""notes"": ""API Trade (buy_limit): Macro neutral but DXY and yields falling. BTC dominance strong, structure waiting for pullback to institutional OB at 112k before continuation.""}",,112000.0,,market,BUY,111500.0,BTCUSDc,123749900,114400.0,1760465163,0.01
equity_snapshot,"{""balance"": 694.01, ""equity"": 694.01}",,,,snapshot,,,,,,1760465163,
trade_exec,"{""position"": null, ""balance"": 693.2, ""equity"": 693.2, ""confidence"": null, ""regime"": null, ""rr"": null, ""notes"": ""API Trade (buy_limit): AUDUSD oversold with bullish macro bias (DXY↓, US10Y↓). Waiting for rebound from OB near 0.6470 support zone. R:R 1:2.6 setup aligned with risk-off macro sentiment.""}",,0.647,,market,BUY,0.6445,AUDUSDc,123807140,0.6535,1760473174,0.01
equity_snapshot,"{""balance"": 693.2, ""equity"": 693.2}",,,,snapshot,,,,,,1760473174,
trade_exec,"{""position"": null, ""balance"": 693.2, ""equity"": 693.2, ""confidence"": null, ""regime"": null, ""rr"": null, ""notes"": ""API Trade (buy_limit): NZDUSD oversold on M5–M15 with bullish macro backdrop (DXY↓, US10Y↓). Waiting for rebound from discounted OB zone near 0.5695 support area. R:R 1:2 setup fits risk-off condition""}",,0.5695,,market,BUY,0.5665,NZDUSDc,123807324,0.576,1760473194,0.01
equity_snapshot,"{""balance"": 693.2, ""equity"": 693.2}",,,,snapshot,,,,,,1760473194,
trade_exec,"{""position"": null, ""balance"": 693.2, ""equity"": 693.2, ""confidence"": null, ""regime"": null, ""rr"": null, ""notes"": ""API Trade (sell_limit): USDJPY bearish bias as DXY↓ + US10Y↓. Setup targets 151.9 institutional supply zone for short continuation within risk-off macro conditions. R:R ≈ 1:2.5.""}",,151.9,,market,SELL,152.25,USDJPYc,123807694,151.0,1760473226,0.04
equity_snapshot,"{""balance"": 693.2, ""equity"": 693.2}",,,,snapshot,,,,,,1760473226,
trade_exec,"{""position"": null, ""balance"": 686.13, ""equity"": 686.13, ""confidence"": null, ""regime"": null, ""rr"": null, ""notes"": ""API Trade (buy_limit): London Breakout Strategy setup: DXY↓ + US10Y↓ = Bullish macro bias, high volatility breakout from Asian range 1.3335–1.3360. Pullback entry to bullish OB zone 1.3350. RMAG stret""}",,1.335,,market,BUY,1.333,GBPUSDc,124031516,1.3395,1760511306,0.04
equity_snapshot,"{""balance"": 686.13, ""equity"": 686.13}",,,,snapshot,,,,,,1760511306,
trade_exec,"{""position"": null, ""balance"": 686.13, ""equity"": 686.13, ""confidence"": null, ""regime"": null, ""rr"": null, ""notes"": ""API Trade (buy_limit): London Breakout Strategy setup: DXY↓ + US10Y↓ = Bullish for Gold. Asian range $2672–$2687 (tight). Breakout confirmed above 2687.5, RMAG stretched suggests pullback entry to 268""}",,2684.5,,market,BUY,2678.0,XAUUSDc,124032861,2697.0,1760511389,0.01
equity_snapshot,"{""balance"": 686.13, ""equity"": 686.13}",,,,snapshot,,,,,,1760511389,
trade_exec,"{""position"": null, ""balance"": 686.13, ""equity"": 686.13, ""confidence"": null, ""regime"": null, ""rr"": null, ""notes"": ""API Trade (buy_limit): London Breakout Strategy setup: DXY↓ + US10Y↓ = Bullish for EURUSD. Asian range 1.0948–1.0972 (tight). Breakout confirmed above 1.0977, RMAG stretched → pullback entry to 1.0970""}",,1.097,,market,BUY,1.094,EURUSDc,124034403,1.101,1760511507,0.03
equity_snapshot,"{""balance"": 686.13, ""equity"": 686.13}",,,,snapshot,,,,,,1760511507,
trade_exec,"{""position"": null, ""balance"": 686.13, ""equity"": 686.13, ""confidence"": null, ""regime"": null, ""rr"": null, ""notes"": ""API Trade (buy_limit): London Breakout Strategy setup using live feed: Asian range $111,950–$112,850, breakout trigger $113,100 confirmed. Macro mixed but BTC dominance rising and DXY↓ + US10Y↓ suppor""}",,112300.0,,market,BUY,111600.0,BTCUSDc,124036262,113600.0,1760511642,0.01
equity_snapshot,"{""balance"": 686.13, ""equity"": 686.13}",,,,snapshot,,,,,,1760511642,
trade_exec,"{""position"": null, ""balance"": 686.13, ""equity"": 686.13, ""confidence"": null, ""regime"": null, ""rr"": null, ""notes"": ""API Trade (buy_limit): London Breakout Strategy: GBPJPY Asian range 192.45–192.95, liquidity above 192.95. Macro bullish (DXY↓ + US10Y↓). Pullback entry to 192.70 OB zone for continuation. R:R 1:2.4.""}",,192.7,,market,BUY,192.25,GBPJPYc,124041493,193.6,1760512035,0.02
equity_snapshot,"{""balance"": 686.13, ""equity"": 686.13}",,,,snapshot,,,,,,1760512035,
trade_exec,"{""position"": null, ""balance"": 686.13, ""equity"": 686.13, ""confidence"": null, ""regime"": null, ""rr"": null, ""notes"": ""API Trade (buy_limit): London Breakout Strategy: EURJPY Asian range 162.85–163.20, liquidity above 163.20. Macro supportive (DXY↓ + EUR strength + JPY weakness). Pullback entry to 163.05 OB zone for c""}",,163.05,,market,BUY,162.75,EURJPYc,124041528,163.6,1760512038,0.03
equity_snapshot,"{""balance"": 686.13, ""equity"": 686.13}",,,,snapshot,,,,,,1760512038,
trade_exec,"{""position"": null, ""balance"": 687.94, ""equity"": 687.94, ""confidence"": null, ""regime"": null, ""rr"": null, ""notes"": ""API Trade (sell_limit): Short-term scalp setup from M30 supply zone. Price rejected at EMA50 resistance; flat EMAs indicate range trade. Targeting liquidity zone near 112k.""}",,113300.0,,market,SELL,113700.0,BTCUSDc,124074684,112000.0,1760515549,0.01
equity_snapshot,"{""balance"": 687.94, ""equity"": 687.94}",,,,snapshot,,,,,,1760515549,
trade_exec,"{""position"": null, ""balance"": 687.94, ""equity"": 687.42, ""confidence"": null, ""regime"": null, ""rr"": null, ""notes"": ""API Trade (buy_stop): London breakout setup confirmed: DXY↓ + US10Y↓ (bullish macro), M15 BUY_TRIGGER, strong momentum. Target 2.0R R:R as per London Breakout Strategy.""}",,4225.0,,market,BUY,4205.0,XAUUSDc,124088111,4265.0,1760516498,0.01
equity_snapshot,"{""balance"": 687.94, ""equity"": 687.42}",,,,snapshot,,,,,,1760516498,
trade_exec,"{""position"": null, ""balance"": 663.84, ""equity"": 652.2, ""confidence"": null, ""regime"": null, ""rr"": null, ""notes"": ""API Trade (buy_limit): Institutional Buy-the-Dip v2 setup: bullish continuation after liquidity sweep, retracing to VWAP + H1 order-block zone. Targeting 4225/4248 for trend continuation.""}",,4180.0,,market,BUY,4170.0,XAUUSDc,124157315,4225.0,1760521256,0.01
equity_snapshot,"{""balance"": 663.84, ""equity"": 652.2}",,,,snapshot,,,,,,1760521256,
trade_exec,"{""position"": null, ""balance"": 634.84, ""equity"": 642.4, ""confidence"": null, ""regime"": null, ""rr"": null, ""notes"": ""API Trade (market): BOS Bear confirmed on H1; bearish continuation structure; liquidity targets below 111000; strong momentum alignment with macro risk-off.""}",,111650.0,,market,SELL,113200.0,BTCUSDc,124294219,109000.0,1760532991,0.01
equity_snapshot,"{""balance"": 634.84, ""equity"": 642.4}",,,,snapshot,,,,,,1760532991,
sl_tp_modified,"{""old_sl"": 4170.0, ""new_sl"": 4183.5, ""old_tp"": 4225.0, ""new_tp"": 4225.0, ""source"": ""main_api"", ""modification_type"": ""manual""}",,4187.961,,API modification via Custom GPT,,4183.5,XAUUSDc,124157315,4225.0,1760533689,
sl_tp_modified,"{""old_sl"": 4183.5, ""new_sl"": 4186.5, ""old_tp"": 4225.0, ""new_tp"": 4225.0, ""source"": ""main_api"", ""modification_type"": ""manual""}",,4193.044,,API modification via Custom GPT,,4186.5,XAUUSDc,124157315,4225.0,1760533914,
trade_exec,"{""position"": null, ""balance"": 634.84, ""equity"": 652.18, ""confidence"": null, ""regime"": null, ""rr"": null, ""notes"": ""API Trade (market): M15 BOS Bull confirmed; H1 continuation structure intact; macro bias bullish (DXY↓, US10Y↓); liquidity target at 4210; pullback entry slightly extended but valid for continuation.""}",,4196.5,,market,BUY,4182.0,XAUUSDc,124314959,4210.0,1760534269,0.01
equity_snapshot,"{""balance"": 634.84, ""equity"": 652.18}",,,,snapshot,,,,,,1760534269,
sl_tp_modified,"{""old_sl"": 113200.0, ""new_sl"": 111000.0, ""old_tp"": 109000.0, ""new_tp"": 109000.0, ""source"": ""main_api"", ""modification_type"": ""manual""}",,110893.99,,API modification via Custom GPT,,111000.0,BTCUSDc,124294219,109000.0,1760542963,
trade_exec,"{""position"": null, ""balance"": 663.35, ""equity"": 663.35, ""confidence"": null, ""regime"": null, ""rr"": null, ""notes"": ""API Trade (buy_stop): Breakout momentum setup with bullish macro confirmation (DXY↓ + US10Y↓).""}",,4225.0,,market,BUY,4205.0,XAUUSDc,124483005,4265.0,1760545275,0.01
equity_snapshot,"{""balance"": 663.35, ""equity"": 663.35}",,,,snapshot,,,,,,1760545275,
trade_exec,"{""position"": null, ""balance"": 663.35, ""equity"": 663.35, ""confidence"": null, ""regime"": null, ""rr"": null, ""notes"": ""API Trade (buy_stop): Breakout retest plan following BOS above 203.00; strong continuation structure.""}",,203.1,,market,BUY,202.0,GBPJPYc,124483022,204.5,1760545279,0.01
equity_snapshot,"{""balance"": 663.35, ""equity"": 663.35}",,,,snapshot,,,,,,1760545279,
trade_exec,"{""position"": null, ""balance"": 663.35, ""equity"": 663.35, ""confidence"": null, ""regime"": null, ""rr"": null, ""notes"": ""API Trade (buy_stop): Reversal recovery plan; oversold RSI (25) and potential CHOCH breakout signal.""}",,111800.0,,market,BUY,109000.0,BTCUSDc,124483033,114000.0,1760545283,0.01
equity_snapshot,"{""balance"": 663.35, ""equity"": 663.35}",,,,snapshot,,,,,,1760545283,
trade_exec,"{""position"": null, ""balance"": 663.35, ""equity"": 663.35, ""confidence"": null, ""regime"": null, ""rr"": null, ""notes"": ""API Trade (buy_limit): Bullish macro context (DXY↓ + US10Y↓) supports gold upside; awaiting M15 BOS confirmation for breakout continuation. Buy limit placed at retest of bullish OB zone (4180-4185).""}",,4182.0,,market,BUY,4172.0,XAUUSDc,124558146,4220.0,1760553953,0.01
equity_snapshot,"{""balance"": 663.35, ""equity"": 663.35}",,,,snapshot,,,,,,1760553953,
trade_exec,"{""position"": null, ""balance"": 663.35, ""equity"": 653.34, ""confidence"": null, ""regime"": null, ""rr"": null, ""notes"": ""API Trade (buy_limit): London Breakout confirmed by BOS Bull and weak DXY. Pullback entry to 1.3380 zone aligns with institutional OB.""}",,1.338,,market,BUY,1.335,GBPUSDc,124884710,1.347,1760599802,0.03
equity_snapshot,"{""balance"": 663.35, ""equity"": 653.34}",,,,snapshot,,,,,,1760599802,
trade_exec,"{""position"": null, ""balance"": 663.35, ""equity"": 654.11, ""confidence"": null, ""regime"": null, ""rr"": null, ""notes"": ""API Trade (sell_limit): CHOCH Bear detected on M15 confirming structure shift. Risk-off sentiment with high VIX and falling S&P favors downside continuation from 111.3k zone.""}",,111300.0,,market,SELL,111950.0,BTCUSDc,124885980,108700.0,1760599911,0.01
equity_snapshot,"{""balance"": 663.35, ""equity"": 654.11}",,,,snapshot,,,,,,1760599911,
trade_exec,"{""position"": null, ""balance"": 653.96, ""equity"": 653.96, ""confidence"": null, ""regime"": null, ""rr"": null, ""notes"": ""API Trade (buy_limit): DXY weakening supports bullish EURUSD bias. M5 oversold and range bottom at 1.1620 offers good R:R for long continuation.""}",,1.162,,market,BUY,1.159,EURUSDc,124886809,1.17,1760600078,0.03
equity_snapshot,"{""balance"": 653.96, ""equity"": 653.96}",,,,snapshot,,,,,,1760600078,
trade_exec,"{""position"": null, ""balance"": 653.96, ""equity"": 653.96, ""confidence"": null, ""regime"": null, ""rr"": null, ""notes"": ""API Trade (sell_limit): DXY and US10Y both falling indicate bearish USD pressure. 151.60 is key supply zone aligning with overbought RSI, offering good short entry setup.""}",,151.6,,market,SELL,151.9,USDJPYc,124886816,150.3,1760600082,0.04
equity_snapshot,"{""balance"": 653.96, ""equity"": 653.96}",,,,snapshot,,,,,,1760600082,
trade_exec,"{""position"": null, ""balance"": 653.96, ""equity"": 653.96, ""confidence"": null, ""regime"": null, ""rr"": null, ""notes"": ""API Trade (buy_limit): BOS Bull on M15 confirms bullish continuation. DXY and yields falling; macro + SMC confluence supports long entry on retracement to 4215 order block.""}",,4215.0,,market,BUY,4195.0,XAUUSDc,124893354,4265.0,1760600749,0.01
equity_snapshot,"{""balance"": 653.96, ""equity"": 653.96}",,,,snapshot,,,,,,1760600749,
trade_exec,"{""position"": null, ""balance"": 653.96, ""equity"": 653.96, ""confidence"": null, ""regime"": null, ""rr"": null, ""notes"": ""API Trade (buy_limit): BTCUSD in oversold zone (RMAG -2.27, RSI 30). VWAP outer band suggests mean reversion. DXY and yields falling, risk-off but technicals favor short-term bounce from 110.4k zone.""}",,110400.0,,market,BUY,109900.0,BTCUSDc,124894966,112200.0,1760600915,0.01
equity_snapshot,"{""balance"": 653.96, ""equity"": 653.96}",,,,snapshot,,,,,,1760600915,
trade_exec,"{""position"": null, ""balance"": 653.96, ""equity"": 653.96, ""confidence"": null, ""regime"": null, ""rr"": null, ""notes"": ""API Trade (buy_limit): Adjusted entry to match current live price at 1.1650. M15 BOS Bull confirmed, DXY falling, and structure favors continuation toward 1.1720 zone.""}",,1.165,,market,BUY,1.162,EURUSDc,124895415,1.172,1760600998,0.03
equity_snapshot,"{""balance"": 653.96, ""equity"": 653.96}",,,,snapshot,,,,,,1760600998,
trade_exec,"{""position"": null, ""balance"": 645.81, ""equity"": 645.93, ""confidence"": null, ""regime"": null, ""rr"": null, ""notes"": ""API Trade (buy_limit): BTCUSD swept liquidity below 110K; DXY and yields falling support bullish recovery. M15 showing potential BOS Bull formation, favorable R:R setup for continuation play.""}",,109800.0,,market,BUY,109200.0,BTCUSDc,124974658,112200.0,1760608188,0.01
equity_snapshot,"{""balance"": 645.81, ""equity"": 645.93}",,,,snapshot,,,,,,1760608188,
sl_tp_modified,"{""old_sl"": 1.162, ""new_sl"": 1.1655, ""old_tp"": 1.172, ""new_tp"": 1.172, ""source"": ""main_api"", ""modification_type"": ""manual""}",,1.16758,,API modification via Custom GPT,,1.1655,EURUSDc,124895415,1.172,1760626949,
sl_tp_modified,"{""old_sl"": 109200.0, ""new_sl"": 110000.0, ""old_tp"": 112200.0, ""new_tp"": 112200.0, ""source"": ""main_api"", ""modification_type"": ""manual""}",,110643.81,,API modification via Custom GPT,,110000.0,BTCUSDc,124974658,112200.0,1760626952,
sl_tp_modified,"{""old_sl"": 1.1655, ""new_sl"": 1.1655, ""old_tp"": 1.172, ""new_tp"": 1.1685, ""source"": ""main_api"", ""modification_type"": ""manual""}",,1.16747,,API modification via Custom GPT,,1.1655,EURUSDc,124895415,1.1685,1760627015,
sl_tp_modified,"{""old_sl"": 1.1655, ""new_sl"": 1.1665, ""old_tp"": 1.1685, ""new_tp"": 1.1685, ""source"": ""main_api"", ""modification_type"": ""manual""}",,1.16753,,API modification via Custom GPT,,1.1665,EURUSDc,124895415,1.1685,1760627201,
sl_tp_modified,"{""old_sl"": 110000.0, ""new_sl"": 110300.0, ""old_tp"": 112200.0, ""new_tp"": 112200.0, ""source"": ""main_api"", ""modification_type"": ""manual""}",,110426.06,,API modification via Custom GPT,,110300.0,BTCUSDc,124974658,112200.0,1760627247,
trade_exec,"{""position"": null, ""balance"": 642.37, ""equity"": 642.37, ""confidence"": null, ""regime"": null, ""rr"": null, ""notes"": ""API Trade (buy_limit): Bullish macro (DXY↓ + US10Y↓) supports upside. Price extended and overbought, so waiting for pullback to institutional OB zone 4250-4255 for optimal R:R entry.""}",,4252.0,,market,BUY,4238.0,XAUUSDc,125363132,4288.0,1760633127,0.01
equity_snapshot,"{""balance"": 642.37, ""equity"": 642.37}",,,,snapshot,,,,,,1760633127,
trade_exec,"{""position"": null, ""balance"": 642.37, ""equity"": 642.37, ""confidence"": null, ""regime"": null, ""rr"": null, ""notes"": ""API Trade (buy_limit): Oversold structure (RSI 25, ADX 71) with discount FVG support at 107.2k. Macro risk-off but strong technical bounce setup. Targeting retrace to 110k with R:R ~1:2.4.""}",,107250.0,,market,BUY,106500.0,BTCUSDc,125369679,110000.0,1760633367,0.01
equity_snapshot,"{""balance"": 642.37, ""equity"": 642.37}",,,,snapshot,,,,,,1760633367,
trade_exec,"{""position"": null, ""balance"": 642.37, ""equity"": 642.37, ""confidence"": null, ""regime"": null, ""rr"": null, ""notes"": ""API Trade (buy_limit): Macro bias bullish (DXY↓ + US10Y↓) supports EURUSD upside. Price overextended, so buy limit positioned at OB retest zone 1.1650 for optimal R:R toward 1.1720 target.""}",,1.165,,market,BUY,1.1625,EURUSDc,125370483,1.172,1760633420,0.03
equity_snapshot,"{""balance"": 642.37, ""equity"": 642.37}",,,,snapshot,,,,,,1760633420,
trade_exec,"{""position"": null, ""balance"": 642.37, ""equity"": 642.47, ""confidence"": null, ""regime"": null, ""rr"": null, ""notes"": ""API Trade (market): MTF alignment strong (H4→M5 all bullish). Quality momentum with RSI 64 & ADX 35. Bear FVG above acts as near-term target. Ideal scalp entry with tight risk.""}",,4278.5,,market,BUY,4265.7,XAUUSDc,125372738,4300.0,1760633503,0.01
equity_snapshot,"{""balance"": 642.37, ""equity"": 642.47}",,,,snapshot,,,,,,1760633503,
